UserId,Products
27777,"11659252,11659410"
27776,"11660078,12407154"
27775,"12657638,12657634"
27774,"11659310,12407388"
27773,"12658426,12658430"
27772,"11714306,12657532"
27771,"13039516,13039848"
27770,"13039534,12407042"
27769,"12360450,12658340"
27768,"13039848,13039516"
27767,"12407834,12658328"
27766,"11660246,12407158"
27765,"12407828,12407830"
27764,"12407038,12658620"
27763,"12658252,13039516"
27762,"11660104,12657532"
27761,"12696928,12360376"
27760,"13039748,13039548"
27759,"13039494,13038648"
27758,"13653520,12407154"
27757,"13064966,13039746"
27756,"11360996,11659604"
27755,"11407162,12658512"
27754,"12658190,12658512"
27753,"12658482,12407742"
27752,"12658608,12658512"
27751,"11659482,12658512"
27750,"12407766,12973004"
27749,"12657526,12657494"
27748,"11360780,11659346"
27747,"12658444,12658376"
27746,"11659246,12406904"
27745,"13039080,13038946"
27744,"11460908,12658512"
27743,"13653512,13039848"
27742,"12407848,11659712"
27741,"12407174,12407154"
27740,"11407382,11603772"
27739,"11659206,12658512"
27738,"11659624,12407742"
27737,"12407398,12407400"
27736,"13039780,13039650"
27735,"12657572,12658152"
27734,"12406864,12696914"
27733,"12406914,13038942"
27732,"12371326,12407730"
27731,"12407864,13038648"
27730,"11659106,12657550"
27729,"11659964,11714428"
27728,"12658440,12407730"
27727,"11659306,12407398"
27726,"12407754,12407006"
27725,"12360430,11659836"
27724,"12658218,12973004"
27723,"11659946,12658512"
27722,"12407128,12407154"
27721,"12407794,12322648"
27720,"12407042,12657382"
27719,"12371372,12360438"
27718,"11659538,12658512"
27717,"12658526,12658604"
27716,"12657364,12657384"
27715,"12658346,12658320"
27714,"12407566,12407028"
27713,"12657742,12406886"
27712,"11659730,13039516"
27711,"12407748,12696928"
27710,"12407142,12407154"
27709,"12437326,12437324"
27708,"12406922,12406888"
27707,"12658566,11714428"
27706,"12657580,12657582"
27705,"11480980,12658512"
27704,"11659734,12658512"
27703,"12657394,12657400"
27702,"12407376,12658676"
27701,"13039744,13039848"
27700,"12407698,12407730"
27699,"12371292,12371288"
27698,"11407170,11659544"
27697,"11659618,12360438"
27696,"12657802,12407456"
27695,"13038946,13038964"
27694,"11358628,12658440"
27693,"12360424,12407730"
27692,"13039542,13039516"
27691,"11460966,12360438"
27690,"12407456,13038938"
27689,"12658600,12658154"
27688,"12406952,12407400"
27687,"11714700,12407132"
27686,"12360428,12371378"
27685,"11603772,11407382"
27684,"12658244,12407154"
27683,"11659552,11659554"
27682,"12658328,12658330"
27681,"12360426,12360438"
27680,"12657426,12406888"
27679,"13650106,14122346"
27678,"11141538,12658512"
27677,"13039044,12407394"
27676,"12658440,12407730"
27675,"12407752,13039498"
27674,"11659666,12658512"
27673,"11659736,11714680"
27672,"12658684,12406906"
27671,"11659626,11659554"
27670,"11659536,12407790"
27669,"12407630,12658388"
27668,"11659556,12658512"
27667,"13039822,13039650"
27666,"11407170,11659544"
27665,"12657394,12657400"
27664,"11659020,11659024"
27663,"12658362,11659624"
27662,"11659666,12658512"
27661,"12658502,12658512"
27660,"11659056,12406914"
27659,"12658150,12658148"
27658,"12407010,11659236"
27657,"12657586,12657656"
27656,"11659148,12696914"
27655,"12407730,12360424"
27654,"11407278,12407742"
27653,"11659632,12396562"
27652,"11659712,12658512"
27651,"11659666,12658512"
27650,"12658300,12658400"
27649,"12371356,12406996"
27648,"12371376,12371378"
27647,"12406916,12371376"
27646,"11460902,11659780"
27645,"12657622,12657692"
27644,"11360872,11659298"
27643,"12657444,12657416"
27642,"12407566,12407028"
27641,"12436774,11659526"
27640,"12657340,12657368"
27639,"12658296,12658350"
27638,"12407440,12407042"
27637,"11407150,12407400"
27636,"11659770,12658512"
27635,"13039818,12360444"
27634,"12406906,12406904"
27633,"11480994,11360912"
27632,"12406868,12407042"
27631,"12658386,12407798"
27630,"12658562,12658512"
27629,"11145762,12658512"
27628,"11659824,12371378"
27627,"12322646,12371378"
27626,"11360776,12360390"
27625,"12360434,12658476"
27624,"13033180,12658476"
27623,"12407030,12406906"
27622,"11659250,12657500"
27621,"12658512,12658502"
27620,"12658440,12407730"
27619,"12657998,12658066"
27618,"11659030,12657622"
27617,"12657802,12407456"
27616,"12658018,11360696"
27615,"12407440,12407042"
27614,"11659456,12407400"
27613,"12396536,12658512"
27612,"11659686,12407828"
27611,"12407304,12371322"
27610,"11460914,11659624"
27609,"12371378,12371376"
27608,"12407730,12360424"
27607,"13038818,13038820"
27606,"13039516,13039848"
27605,"12658634,13038962"
27604,"11659410,11659238"
27603,"12658342,11659764"
27602,"12658682,12658512"
27601,"13039650,13039822"
27600,"12406976,12406974"
27599,"11660024,12360426"
27598,"11659312,11360912"
27597,"13039494,13038648"
27596,"11659588,12322658"
27595,"12657500,11659332"
27594,"12360438,12407770"
27593,"12406882,12406880"
27592,"11659590,12658512"
27591,"11659544,12407742"
27590,"12973004,12658476"
27589,"12657538,12407400"
27588,"12407388,12658512"
27587,"13039022,13039540"
27586,"12371314,12371318"
27585,"12657642,12657644"
27584,"12658508,12658512"
27583,"13653672,13653644"
27582,"12658006,12658004"
27581,"12360392,12360380"
27580,"13039774,13039518"
27579,"13039516,13039848"
27578,"12657556,12658406"
27577,"12407614,13039498"
27576,"12407184,12406904"
27575,"11714570,11659548"
27574,"12658426,12658430"
27573,"12407926,12407924"
27572,"12936596,12360426"
27571,"13039916,12407742"
27570,"11460914,11659624"
27569,"11659236,12658512"
27568,"12407028,12407022"
27567,"11659878,12407022"
